gwno,year,population
2,1946,140031458
2,1947,141977937
2,1948,143951473
2,1949,146051521
2,1950,154202683
2,1951,156481323
2,1952,158794223
2,1953,161168320
2,1954,163636303
2,1955,166200028
2,1956,168824962
2,1957,171499234
2,1958,174215305
2,1959,177145772
2,1960,180274556
2,1961,183489491
2,1962,186724275
2,1963,189825225
2,1964,192819457
2,1965,195653774
2,1966,198265400
2,1967,200699913
2,1968,203011020
2,1969,205300034
2,1970,207796338
2,1971,210426423
2,1972,212842571
2,1973,215006548
2,1974,217076475
2,1975,219129299
2,1976,221168755
2,1977,223259417
2,1978,225396097
2,1979,227575082
2,1980,229858656
2,1981,232201613
2,1982,234583155
2,1983,236986362
2,1984,239353967
2,1985,241690438
2,1986,243953807
2,1987,246161292
2,1988,248393236
2,1989,250675047
2,1990,253373387
2,1991,256471424
2,1992,259606021
2,1993,262633229
2,1994,265474811
2,1995,268205796
2,1996,270860695
2,1997,273468014
2,1998,276119323
2,1999,278785482
2,2000,281484126
2,2001,284279634
2,2002,287084335
2,2003,289908091
2,2004,292786248
2,2005,295716666
2,2006,298730208
2,2007,301844223
2,2008,304970325
2,2009,308023452
2,2010,311062785
2,2011,314105075
2,2012,317115349
2,2013,320110752
2,2014,323115377
2,2015,326126496
2,2016,329179423
2,2017,332204657
2,2018,335056492
2,2019,337790069
2,2020,339436156
2,2021,340161438
2,2022,341534041
2,2023,343477330
2,2024,343477330
2,2025,343477330
20,1946,12715233
20,1947,12947875
20,1948,13184774
20,1949,13449459
20,1950,13741740
20,1951,14083298
20,1952,14482799
20,1953,14897877
20,1954,15318987
20,1955,15728281
20,1956,16159621
20,1957,16641329
20,1958,17104091
20,1959,17515522
20,1960,17898793
20,1961,18263078
20,1962,18613597
20,1963,18964258
20,1964,19321670
20,1965,19685517
20,1966,20053667
20,1967,20408776
20,1968,20734173
20,1969,21037620
20,1970,21440022
20,1971,21895694
20,1972,22230876
20,1973,22512229
20,1974,22824085
20,1975,23148981
20,1976,23455783
20,1977,23730341
20,1978,23978742
20,1979,24237173
20,1980,24533779
20,1981,24844977
20,1982,25140164
20,1983,25412605
20,1984,25670376
20,1985,25927463
20,1986,26211036
20,1987,26540913
20,1988,26927938
20,1989,27366046
20,1990,27789437
20,1991,28157154
20,1992,28500066
20,1993,28830635
20,1994,29147383
20,1995,29459138
20,1996,29767210
20,1997,30059088
20,1998,30329971
20,1999,30599458
20,2000,30891800
20,2001,31213578
20,2002,31535579
20,2003,31836483
20,2004,32132680
20,2005,32440172
20,2006,32759174
20,2007,33092171
20,2008,33449088
20,2009,33826370
20,2010,34196900
20,2011,34555449
20,2012,34922513
20,2013,35293421
20,2014,35634265
20,2015,35962236
20,2016,36353345
20,2017,36808498
20,2018,37294996
20,2019,37782934
20,2020,38171903
20,2021,38454058
20,2022,38821259
20,2023,39299098
20,2024,39299098
20,2025,39299098
31,1946,78762
31,1947,78932
31,1948,79101
31,1949,79993
31,1950,83505
31,1951,84603
31,1952,86175
31,1953,88255
31,1954,90840
31,1955,93933
31,1956,97520
31,1957,101549
31,1958,106007
31,1959,110929
31,1960,116328
31,1961,122211
31,1962,128507
31,1963,135099
31,1964,141538
31,1965,147969
31,1966,154884
31,1967,162279
31,1968,170102
31,1969,177993
31,1970,184995
31,1971,190869
31,1972,196060
31,1973,200800
31,1974,205357
31,1975,209897
31,1976,214517
31,1977,219169
31,1978,223770
31,1979,228244
31,1980,232540
31,1981,236626
31,1982,240624
31,1983,244718
31,1984,248879
31,1985,253169
31,1986,257547
31,1987,261947
31,1988,266457
31,1989,271187
31,1990,275954
31,1991,280745
31,1992,285938
31,1993,291350
31,1994,296519
31,1995,301471
31,1996,306281
31,1997,310914
31,1998,315376
31,1999,319623
31,2000,323846
31,2001,327847
31,2002,331625
31,2003,335625
31,2004,339794
31,2005,343905
31,2006,348386
31,2007,353343
31,2008,358133
31,2009,362806
31,2010,367482
31,2011,371738
31,2012,375474
31,2013,378957
31,2014,382312
31,2015,385355
31,2016,388060
31,2017,390496
31,2018,392718
31,2019,394684
31,2020,395874
31,2021,396381
31,2022,397542
31,2023,399452
31,2024,399452
31,2025,399452
40,1946,5405607
40,1947,5535026
40,1948,5667544
40,1949,5798132
40,1950,5924519
40,1951,6042205
40,1952,6162183
40,1953,6285749
40,1954,6412849
40,1955,6543104
40,1956,6676062
40,1957,6811726
40,1958,6950291
40,1959,7092337
40,1960,7238083
40,1961,7387120
40,1962,7541103
40,1963,7701665
40,1964,7866016
40,1965,8030806
40,1966,8193453
40,1967,8352627
40,1968,8509522
40,1969,8666638
40,1970,8824389
40,1971,8979089
40,1972,9123895
40,1973,9255332
40,1974,9374184
40,1975,9479729
40,1976,9571240
40,1977,9648443
40,1978,9711985
40,1979,9763358
40,1980,9804798
40,1981,9849325
40,1982,9912681
40,1983,9991027
40,1984,10073306
40,1985,10157229
40,1986,10244250
40,1987,10335337
40,1988,10432590
40,1989,10533249
40,1990,10631796
40,1991,10717640
40,1992,10785807
40,1993,10841040
40,1994,10886022
40,1995,10925362
40,1996,10962009
40,1997,10997933
40,1998,11034716
40,1999,11072230
40,2000,11109112
40,2001,11144134
40,2002,11177422
40,2003,11209379
40,2004,11238756
40,2005,11262553
40,2006,11278550
40,2007,11287274
40,2008,11291764
40,2009,11294719
40,2010,11297414
40,2011,11301578
40,2012,11303172
40,2013,11298163
40,2014,11285780
40,2015,11275069
40,2016,11265615
40,2017,11247824
40,2018,11227116
40,2019,11202847
40,2020,11176349
40,2021,11122169
40,2022,11059822
40,2023,11019932
40,2024,11019932
40,2025,11019932
41,1946,3086685
41,1947,3123492
41,1948,3160739
41,1949,3201949
41,1950,3265716
41,1951,3314920
41,1952,3366271
41,1953,3419842
41,1954,3475540
41,1955,3533747
41,1956,3594808
41,1957,3657822
41,1958,3722713
41,1959,3789692
41,1960,3858447
41,1961,3929036
41,1962,4001578
41,1963,4073068
41,1964,4146245
41,1965,4223822
41,1966,4302647
41,1967,4383003
41,1968,4465327
41,1969,4549340
41,1970,4635126
41,1971,4723251
41,1972,4813866
41,1973,4906746
41,1974,5001803
41,1975,5099095
41,1976,5198354
41,1977,5299480
41,1978,5402580
41,1979,5507590
41,1980,5614494
41,1981,5723727
41,1982,5835939
41,1983,5951101
41,1984,6069238
41,1985,6190868
41,1986,6316123
41,1987,6445125
41,1988,6578150
41,1989,6714732
41,1990,6854444
41,1991,6995455
41,1992,7136577
41,1993,7278182
41,1994,7419776
41,1995,7562551
41,1996,7707560
41,1997,7854304
41,1998,8002144
41,1999,8151301
41,2000,8303151
41,2001,8455917
41,2002,8607648
41,2003,8759913
41,2004,8910267
41,2005,9061274
41,2006,9216569
41,2007,9373300
41,2008,9530782
41,2009,9689585
41,2010,9803299
41,2011,9914904
41,2012,10069770
41,2013,10222365
41,2014,10373241
41,2015,10523249
41,2016,10671462
41,2017,10817759
41,2018,10962373
41,2019,11105165
41,2020,11243846
41,2021,11374592
41,2022,11503603
41,2023,11637402
41,2024,11637402
41,2025,11637402
42,1946,2081558
42,1947,2153647
42,1948,2228233
42,1949,2304259
42,1950,2379896
42,1951,2450150
42,1952,2525056
42,1953,2604818
42,1954,2689101
42,1955,2777636
42,1956,2870034
42,1957,2965778
42,1958,3064350
42,1959,3165304
42,1960,3268341
42,1961,3373237
42,1962,3479940
42,1963,3588293
42,1964,3698563
42,1965,3808965
42,1966,3921849
42,1967,4038932
42,1968,4157191
42,1969,4277039
42,1970,4399294
42,1971,4524238
42,1972,4651892
42,1973,4782235
42,1974,4914198
42,1975,5046783
42,1976,5180404
42,1977,5315446
42,1978,5451891
42,1979,5589694
42,1980,5729043
42,1981,5868459
42,1982,6007115
42,1983,6147244
42,1984,6289048
42,1985,6430404
42,1986,6571213
42,1987,6712519
42,1988,6855737
42,1989,7002300
42,1990,7151165
42,1991,7299849
42,1992,7447476
42,1993,7594567
42,1994,7741694
42,1995,7888120
42,1996,8032895
42,1997,8174081
42,1998,8310369
42,1999,8446207
42,2000,8584196
42,2001,8720287
42,2002,8852231
42,2003,8980626
42,2004,9104889
42,2005,9225035
42,2006,9341187
42,2007,9455663
42,2008,9573135
42,2009,9695270
42,2010,9820180
42,2011,9945623
42,2012,10070409
42,2013,10193838
42,2014,10315523
42,2015,10434826
42,2016,10551430
42,2017,10666846
42,2018,10782048
42,2019,10894043
42,2020,11008298
42,2021,11123480
42,2022,11230734
42,2023,11331269
42,2024,11331269
42,2025,11331269
51,1946,1331939
51,1947,1349786
51,1948,1367872
51,1949,1387090
51,1950,1407214
51,1951,1447471
51,1952,1481349
51,1953,1509742
51,1954,1533451
51,1955,1553716
51,1956,1571975
51,1957,1589680
51,1958,1608269
51,1959,1628236
51,1960,1650009
51,1961,1673267
51,1962,1696935
51,1963,1721105
51,1964,1745574
51,1965,1769206
51,1966,1791477
51,1967,1812870
51,1968,1833769
51,1969,1855132
51,1970,1878191
51,1971,1903734
51,1972,1931552
51,1973,1961225
51,1974,1990904
51,1975,2018985
51,1976,2045578
51,1977,2070657
51,1978,2094848
51,1979,2119492
51,1980,2145661
51,1981,2173823
51,1982,2203895
51,1983,2234834
51,1984,2264563
51,1985,2290657
51,1986,2312124
51,1987,2329816
51,1988,2345786
51,1989,2361923
51,1990,2379880
51,1991,2400873
51,1992,2424698
51,1993,2449913
51,1994,2475225
51,1995,2500152
51,1996,2524470
51,1997,2547853
51,1998,2569740
51,1999,2589796
51,2000,2607827
51,2001,2624410
51,2002,2640582
51,2003,2656629
51,2004,2672227
51,2005,2687070
51,2006,2700973
51,2007,2713808
51,2008,2725633
51,2009,2737001
51,2010,2748573
51,2011,2760493
51,2012,2772432
51,2013,2783689
51,2014,2793756
51,2015,2802536
51,2016,2809919
51,2017,2815765
51,2018,2820103
51,2019,2823275
51,2020,2830745
51,2021,2837680
51,2022,2839150
51,2023,2839785
51,2024,2839785
51,2025,2839785
52,1946,578999
52,1947,595647
52,1948,612773
52,1949,630424
52,1950,648778
52,1951,665740
52,1952,683442
52,1953,701870
52,1954,721160
52,1955,741247
52,1956,761692
52,1957,782511
52,1958,803842
52,1959,825021
52,1960,844952
52,1961,863152
52,1962,880205
52,1963,896812
52,1964,912972
52,1965,928433
52,1966,942947
52,1967,956429
52,1968,969006
52,1969,980713
52,1970,991480
52,1971,1002588
52,1972,1014927
52,1973,1027860
52,1974,1040768
52,1975,1053468
52,1976,1066314
52,1977,1079560
52,1978,1093393
52,1979,1107652
52,1980,1121750
52,1981,1135140
52,1982,1147932
52,1983,1160537
52,1984,1172985
52,1985,1187370
52,1986,1203132
52,1987,1217367
52,1988,1230071
52,1989,1241606
52,1990,1252215
52,1991,1262174
52,1992,1271681
52,1993,1280474
52,1994,1288353
52,1995,1295167
52,1996,1300937
52,1997,1305838
52,1998,1310226
52,1999,1314711
52,2000,1319781
52,2001,1325573
52,2002,1332017
52,2003,1338718
52,2004,1345386
52,2005,1352040
52,2006,1358706
52,2007,1365381
52,2008,1372090
52,2009,1379056
52,2010,1386657
52,2011,1394990
52,2012,1403814
52,2013,1412658
52,2014,1421135
52,2015,1429190
52,2016,1437031
52,2017,1445265
52,2018,1470522
52,2019,1484898
52,2020,1481026
52,2021,1487715
52,2022,1495923
52,2023,1502938
52,2024,1502938
52,2025,1502938
53,1946,203528
53,1947,205212
53,1948,206911
53,1949,208689
53,1950,209928
53,1951,213410
53,1952,216517
53,1953,219244
53,1954,221568
53,1955,223296
53,1956,224519
53,1957,225803
53,1958,227266
53,1959,228789
53,1960,230901
53,1961,233155
53,1962,235236
53,1963,237566
53,1964,239969
53,1965,242421
53,1966,245010
53,1967,247099
53,1968,248554
53,1969,249447
53,1970,249398
53,1971,249177
53,1972,249666
53,1973,250330
53,1974,250786
53,1975,251188
53,1976,251454
53,1977,251630
53,1978,251566
53,1979,251277
53,1980,251533
53,1981,252274
53,1982,253098
53,1983,253993
53,1984,254930
53,1985,255831
53,1986,256628
53,1987,257288
53,1988,257768
53,1989,258113
53,1990,258583
53,1991,259382
53,1992,260272
53,1993,261036
53,1994,261625
53,1995,262046
53,1996,262290
53,1997,262405
53,1998,262434
53,1999,262521
53,2000,262071
53,2001,262429
53,2002,264155
53,2003,265789
53,2004,267297
53,2005,268717
53,2006,270011
53,2007,271298
53,2008,272719
53,2009,274137
53,2010,275251
53,2011,276150
53,2012,276949
53,2013,277669
53,2014,278355
53,2015,278999
53,2016,279604
53,2017,280177
53,2018,280719
53,2019,281216
53,2020,281706
53,2021,282157
53,2022,282324
53,2023,282347
53,2024,282347
53,2025,282347
54,1946,48558
54,1947,48894
54,1948,49231
54,1949,49662
54,1950,50219
54,1951,50464
54,1952,50862
54,1953,51401
54,1954,52103
54,1955,52974
54,1956,54006
54,1957,55216
54,1958,56606
54,1959,58123
54,1960,59386
54,1961,60230
54,1962,60969
54,1963,61759
54,1964,62602
54,1965,63522
54,1966,64522
54,1967,65598
54,1968,66751
54,1969,67956
54,1970,68927
54,1971,69548
54,1972,70072
54,1973,70603
54,1974,71106
54,1975,71589
54,1976,72036
54,1977,72424
54,1978,72741
54,1979,72978
54,1980,73102
54,1981,73004
54,1982,72704
54,1983,72385
54,1984,72075
54,1985,71768
54,1986,71426
54,1987,71044
54,1988,70628
54,1989,70171
54,1990,69644
54,1991,69321
54,1992,69344
54,1993,69453
54,1994,69493
54,1995,69490
54,1996,69422
54,1997,69315
54,1998,69144
54,1999,68883
54,2000,68527
54,2001,68299
54,2002,68385
54,2003,68552
54,2004,68664
54,2005,68750
54,2006,68823
54,2007,68862
54,2008,68866
54,2009,68879
54,2010,68872
54,2011,69073
54,2012,69138
54,2013,69733
54,2014,70387
54,2015,70429
54,2016,69627
54,2017,68514
54,2018,68195
54,2019,67901
54,2020,67588
54,2021,67222
54,2022,66847
54,2023,66531
54,2024,66531
54,2025,66531
55,1946,80821
55,1947,79446
55,1948,78094
55,1949,77285
55,1950,77280
55,1951,77952
55,1952,78952
55,1953,80229
55,1954,81795
55,1955,83657
55,1956,85817
55,1957,88168
55,1958,90432
55,1959,92449
55,1960,94074
55,1961,95347
55,1962,96393
55,1963,97212
55,1964,97772
55,1965,98081
55,1966,98137
55,1967,98079
55,1968,98097
55,1969,98220
55,1970,98431
55,1971,98659
55,1972,98793
55,1973,98723
55,1974,98501
55,1975,98144
55,1976,97655
55,1977,97031
55,1978,96322
55,1979,95507
55,1980,94554
55,1981,94066
55,1982,94399
55,1983,94963
55,1984,95518
55,1985,96124
55,1986,96807
55,1987,97537
55,1988,98323
55,1989,99133
55,1990,99973
55,1991,100806
55,1992,101618
55,1993,102398
55,1994,103150
55,1995,103890
55,1996,104599
55,1997,105309
55,1998,106023
55,1999,106744
55,2000,107466
55,2001,107998
55,2002,108414
55,2003,108895
55,2004,109338
55,2005,109744
55,2006,110149
55,2007,110532
55,2008,110911
55,2009,111266
55,2010,111600
55,2011,112093
55,2012,112792
55,2013,113499
55,2014,114148
55,2015,114691
55,2016,115147
55,2017,115448
55,2018,115703
55,2019,115995
55,2020,116353
55,2021,116696
55,2022,116928
55,2023,117094
55,2024,117094
55,2025,117094
56,1946,82670
56,1947,83681
56,1948,84705
56,1949,85710
56,1950,93009
56,1951,93988
56,1952,94432
56,1953,94347
56,1954,94123
56,1955,93821
56,1956,93473
56,1957,93100
56,1958,92731
56,1959,92369
56,1960,92605
56,1961,93506
56,1962,94523
56,1963,95539
56,1964,96529
56,1965,97513
56,1966,98486
56,1967,99523
56,1968,100696
56,1969,101904
56,1970,103184
56,1971,104577
56,1972,106021
56,1973,107512
56,1974,109093
56,1975,110740
56,1976,112442
56,1977,114150
56,1978,115853
56,1979,117547
56,1980,119302
56,1981,121183
56,1982,123097
56,1983,125055
56,1984,127085
56,1985,129174
56,1986,131253
56,1987,133243
56,1988,135019
56,1989,136526
56,1990,137874
56,1991,139536
56,1992,141629
56,1993,143735
56,1994,145901
56,1995,148227
56,1996,150453
56,1997,152584
56,1998,154688
56,1999,156719
56,2000,158624
56,2001,160247
56,2002,161655
56,2003,162985
56,2004,164250
56,2005,165460
56,2006,166657
56,2007,167766
56,2008,168816
56,2009,169880
56,2010,170921
56,2011,171814
56,2012,172595
56,2013,173380
56,2014,174145
56,2015,174919
56,2016,175651
56,2017,176352
56,2018,177032
56,2019,177675
56,2020,178261
56,2021,178540
56,2022,178794
56,2023,179291
56,2024,179291
56,2025,179291
57,1946,59385
57,1947,59798
57,1948,60214
57,1949,60793
57,1950,61686
57,1951,63372
57,1952,65205
57,1953,67182
57,1954,69321
57,1955,71630
57,1956,74076
57,1957,76639
57,1958,79333
57,1959,82169
57,1960,84409
57,1961,85886
57,1962,87260
57,1963,88542
57,1964,89772
57,1965,90947
57,1966,92071
57,1967,93141
57,1968,94139
57,1969,95074
57,1970,95977
57,1971,96892
57,1972,97805
57,1973,98704
57,1974,99577
57,1975,100404
57,1976,101218
57,1977,102013
57,1978,102785
57,1979,103496
57,1980,104229
57,1981,105092
57,1982,105986
57,1983,106858
57,1984,107706
57,1985,108526
57,1986,109302
57,1987,110018
57,1988,110678
57,1989,111290
57,1990,111825
57,1991,112236
57,1992,112524
57,1993,112753
57,1994,112933
57,1995,113064
57,1996,113136
57,1997,113158
57,1998,113195
57,1999,113384
57,2000,113561
57,2001,113506
57,2002,113365
57,2003,113149
57,2004,112856
57,2005,112465
57,2006,112027
57,2007,111544
57,2008,111047
57,2009,110521
57,2010,109974
57,2011,109367
57,2012,108753
57,2013,108156
57,2014,107555
57,2015,106975
57,2016,106365
57,2017,105674
57,2018,104939
57,2019,104183
57,2020,103540
57,2021,102848
57,2022,102063
57,2023,101331
57,2024,101331
57,2025,101331
60,1946,44459
60,1947,45150
60,1948,45852
60,1949,46554
60,1950,47254
60,1951,48327
60,1952,49414
60,1953,50469
60,1954,51359
60,1955,52155
60,1956,52994
60,1957,53843
60,1958,54669
60,1959,55492
60,1960,55834
60,1961,55352
60,1962,54483
60,1963,53461
60,1964,52348
60,1965,51163
60,1966,49917
60,1967,48626
60,1968,47265
60,1969,45750
60,1970,44632
60,1971,44228
60,1972,44054
60,1973,43897
60,1974,43759
60,1975,43628
60,1976,43499
60,1977,43377
60,1978,43237
60,1979,43053
60,1980,42866
60,1981,42721
60,1982,42549
60,1983,42355
60,1984,42134
60,1985,41894
60,1986,41642
60,1987,41368
60,1988,41084
60,1989,40777
60,1990,40456
60,1991,40382
60,1992,40740
60,1993,41266
60,1994,41798
60,1995,42347
60,1996,42903
60,1997,43453
60,1998,44018
60,1999,44625
60,2000,45272
60,2001,45785
60,2002,46048
60,2003,46200
60,2004,46337
60,2005,46459
60,2006,46592
60,2007,46734
60,2008,46857
60,2009,46941
60,2010,46871
60,2011,46917
60,2012,47056
60,2013,47092
60,2014,47112
60,2015,47108
60,2016,47099
60,2017,47075
60,2018,47032
60,2019,46976
60,2020,46896
60,2021,46786
60,2022,46732
60,2023,46783
60,2024,46783
60,2025,46783
70,1946,24193829
70,1947,25016030
70,1948,25866173
70,1949,26727593
70,1950,27587941
70,1951,28320487
70,1952,29090173
70,1953,29899242
70,1954,30753012
70,1955,31650600
70,1956,32587939
70,1957,33562718
70,1958,34575074
70,1959,35627261
70,1960,36724614
70,1961,37890125
70,1962,39129204
70,1963,40424068
70,1964,41772051
70,1965,43174476
70,1966,44629105
70,1967,46129602
70,1968,47668308
70,1969,49233192
70,1970,50814958
70,1971,52412564
70,1972,54030172
70,1973,55667287
70,1974,57320150
70,1975,58982403
70,1976,60645513
70,1977,62308499
70,1978,63979053
70,1979,65648868
70,1980,67300338
70,1981,68892107
70,1982,70433258
70,1983,71971238
70,1984,73506848
70,1985,75043415
70,1986,76585638
70,1987,78136652
70,1988,79695526
70,1989,81247174
70,1990,82820170
70,1991,84430565
70,1992,86044806
70,1993,87653817
70,1994,89259202
70,1995,90862449
70,1996,92452700
70,1997,94021204
70,1998,95575242
70,1999,97115710
70,2000,98625553
70,2001,100099101
70,2002,101548627
70,2003,102978517
70,2004,104394131
70,2005,105811504
70,2006,107253666
70,2007,108774356
70,2008,110374286
70,2009,111999720
70,2010,113623898
70,2011,115243503
70,2012,116818208
70,2013,118343572
70,2014,119784265
70,2015,121072310
70,2016,122251344
70,2017,123400052
70,2018,124573713
70,2019,125762978
70,2020,126799053
70,2021,127648151
70,2022,128613116
70,2023,129739761
70,2024,129739761
70,2025,129739761
80,1946,65254
80,1947,65969
80,1948,66692
80,1949,67736
80,1950,69085
80,1951,71137
80,1952,73364
80,1953,75529
80,1954,77691
80,1955,79867
80,1956,82089
80,1957,84356
80,1958,86672
80,1959,89008
80,1960,91330
80,1961,93646
80,1962,96060
80,1963,98715
80,1964,101619
80,1965,104689
80,1966,107916
80,1967,111291
80,1968,114731
80,1969,118052
80,1970,120746
80,1971,122820
80,1972,124688
80,1973,126461
80,1974,128200
80,1975,130403
80,1976,133117
80,1977,135904
80,1978,138721
80,1979,141693
80,1980,145072
80,1981,148802
80,1982,152561
80,1983,156310
80,1984,160060
80,1985,163812
80,1986,167568
80,1987,171349
80,1988,175195
80,1989,179124
80,1990,183090
80,1991,187056
80,1992,190995
80,1993,194916
80,1994,199101
80,1995,204165
80,1996,210321
80,1997,217459
80,1998,225186
80,1999,233066
80,2000,240809
80,2001,248393
80,2002,256019
80,2003,263794
80,2004,271695
80,2005,279747
80,2006,287889
80,2007,296117
80,2008,304373
80,2009,312619
80,2010,320256
80,2011,327306
80,2012,334421
80,2013,341635
80,2014,348934
80,2015,356341
80,2016,364717
80,2017,373215
80,2018,380232
80,2019,385833
80,2020,390819
80,2021,395355
80,2022,402741
80,2023,411112
80,2024,411112
80,2025,411112
90,1946,2745612
90,1947,2829160
90,1948,2915251
90,1949,3005430
90,1950,3097199
90,1951,3177369
90,1952,3261653
90,1953,3348816
90,1954,3439109
90,1955,3533311
90,1956,3631180
90,1957,3732743
90,1958,3837036
90,1959,3946497
90,1960,4063659
90,1961,4186205
90,1962,4312050
90,1963,4440271
90,1964,4571105
90,1965,4704973
90,1966,4840960
90,1967,4978867
90,1968,5118119
90,1969,5257088
90,1970,5396972
90,1971,5538359
90,1972,5682834
90,1973,5831640
90,1974,5981201
90,1975,6128733
90,1976,6262409
90,1977,6401516
90,1978,6561540
90,1979,6727798
90,1980,6900215
90,1981,7075648
90,1982,7240249
90,1983,7419642
90,1984,7630682
90,1985,7849691
90,1986,8070818
90,1987,8296488
90,1988,8532104
90,1989,8775549
90,1990,9024775
90,1991,9272592
90,1992,9522265
90,1993,9779760
90,1994,10043713
90,1995,10312999
90,1996,10583528
90,1997,10857754
90,1998,11139147
90,1999,11422977
90,2000,11697592
90,2001,11969423
90,2002,12246923
90,2003,12525843
90,2004,12807409
90,2005,13087637
90,2006,13367455
90,2007,13652042
90,2008,13935172
90,2009,14215614
90,2010,14500118
90,2011,14792123
90,2012,15089639
90,2013,15387339
90,2014,15681725
90,2015,15971745
90,2016,16268761
90,2017,16567363
90,2018,16845688
90,2019,17103803
90,2020,17357331
90,2021,17598652
90,2022,17847877
90,2023,18124841
90,2024,18124841
90,2025,18124841
91,1946,1419207
91,1947,1450620
91,1948,1482727
91,1949,1518441
91,1950,1558941
91,1951,1601493
91,1952,1645832
91,1953,1691967
91,1954,1739823
91,1955,1789399
91,1956,1840670
91,1957,1893583
91,1958,1948157
91,1959,2004321
91,1960,2062067
91,1961,2121245
91,1962,2182064
91,1963,2244884
91,1964,2309861
91,1965,2377163
91,1966,2446752
91,1967,2518650
91,1968,2593057
91,1969,2670286
91,1970,2750721
91,1971,2834624
91,1972,2922075
91,1973,3011471
91,1974,3099844
91,1975,3193239
91,1976,3294460
91,1977,3398659
91,1978,3505466
91,1979,3614990
91,1980,3727179
91,1981,3841781
91,1982,3958735
91,1983,4078177
91,1984,4199855
91,1985,4323338
91,1986,4448905
91,1987,4576911
91,1988,4707683
91,1989,4841843
91,1990,4980493
91,1991,5123797
91,1992,5271437
91,1993,5423253
91,1994,5579247
91,1995,5739636
91,1996,5903962
91,1997,6071458
91,1998,6234436
91,1999,6400470
91,2000,6577781
91,2001,6757992
91,2002,6938866
91,2003,7119213
91,2004,7299003
91,2005,7478362
91,2006,7656832
91,2007,7834806
91,2008,8012590
91,2009,8189904
91,2010,8365881
91,2011,8540587
91,2012,8715081
91,2013,8889276
91,2014,9063127
91,2015,9237306
91,2016,9412380
91,2017,9588144
91,2018,9765209
91,2019,9943637
91,2020,10119638
91,2021,10289881
91,2022,10463880
91,2023,10644853
91,2024,10644853
91,2025,10644853
92,1946,2021586
92,1947,2057070
92,1948,2093178
92,1949,2134876
92,1950,2183513
92,1951,2235309
92,1952,2287960
92,1953,2341981
92,1954,2397832
92,1955,2456598
92,1956,2518179
92,1957,2582514
92,1958,2648670
92,1959,2717539
92,1960,2791448
92,1961,2870022
92,1962,2949211
92,1963,3028678
92,1964,3111893
92,1965,3199474
92,1966,3290962
92,1967,3385192
92,1968,3480775
92,1969,3576488
92,1970,3668799
92,1971,3757531
92,1972,3846835
92,1973,3938073
92,1974,4029675
92,1975,4120451
92,1976,4210312
92,1977,4301259
92,1978,4394126
92,1979,4480389
92,1980,4540377
92,1981,4570602
92,1982,4622478
92,1983,4707368
92,1984,4798003
92,1985,4894703
92,1986,4992772
92,1987,5092443
92,1988,5195828
92,1989,5298977
92,1990,5399728
92,1991,5495081
92,1992,5585611
92,1993,5659959
92,1994,5714138
92,1995,5762135
92,1996,5805286
92,1997,5844578
92,1998,5880786
92,1999,5913908
92,2000,5943363
92,2001,5968058
92,2002,5986629
92,2003,5998597
92,2004,6004673
92,2005,6005583
92,2006,6002321
92,2007,6009820
92,2008,6029302
92,2009,6048284
92,2010,6068253
92,2011,6090128
92,2012,6113977
92,2013,6138845
92,2014,6162952
92,2015,6183675
92,2016,6200808
92,2017,6213538
92,2018,6219803
92,2019,6222316
92,2020,6234679
92,2021,6255780
92,2022,6280316
92,2023,6309629
92,2024,6309629
92,2025,6309629
93,1946,1187545
93,1947,1221235
93,1948,1255881
93,1949,1292259
93,1950,1331445
93,1951,1369654
93,1952,1409023
93,1953,1449903
93,1954,1492261
93,1955,1536247
93,1956,1581977
93,1957,1629469
93,1958,1678745
93,1959,1729794
93,1960,1782371
93,1961,1836456
93,1962,1892325
93,1963,1950162
93,1964,2010183
93,1965,2072687
93,1966,2137821
93,1967,2205571
93,1968,2275837
93,1969,2348401
93,1970,2423065
93,1971,2499829
93,1972,2573583
93,1973,2649283
93,1974,2732073
93,1975,2816947
93,1976,2903850
93,1977,2992532
93,1978,3080323
93,1979,3164524
93,1980,3252404
93,1981,3345679
93,1982,3438747
93,1983,3530286
93,1984,3619109
93,1985,3706480
93,1986,3794161
93,1987,3882168
93,1988,3972317
93,1989,4066483
93,1990,4162566
93,1991,4259636
93,1992,4357031
93,1993,4453733
93,1994,4549317
93,1995,4642933
93,1996,4729979
93,1997,4809574
93,1998,4883659
93,1999,4954021
93,2000,5022636
93,2001,5087827
93,2002,5149914
93,2003,5210970
93,2004,5272909
93,2005,5342108
93,2006,5418857
93,2007,5497247
93,2008,5576597
93,2009,5656602
93,2010,5737451
93,2011,5819051
93,2012,5901290
93,2013,5983852
93,2014,6066493
93,2015,6149417
93,2016,6232664
93,2017,6316235
93,2018,6400074
93,2019,6483660
93,2020,6565267
93,2021,6644745
93,2022,6730662
93,2023,6823619
93,2024,6823619
93,2025,6823619
94,1946,827913
94,1947,856143
94,1948,885336
94,1949,916093
94,1950,926761
94,1951,958418
94,1952,991800
94,1953,1027010
94,1954,1064117
94,1955,1103056
94,1956,1143854
94,1957,1186638
94,1958,1231561
94,1959,1278593
94,1960,1327501
94,1961,1377918
94,1962,1429445
94,1963,1481605
94,1964,1533966
94,1965,1586214
94,1966,1638119
94,1967,1689534
94,1968,1739734
94,1969,1789281
94,1970,1838946
94,1971,1888548
94,1972,1938261
94,1973,1988348
94,1974,2039649
